아빠,0.2
이것,2.2
좀,2.5
길어져서,2.5
좀,4.3
늦었어요.,4.8
학술제,5.2
심사,7.0
때문에,10.4
길어졌는데.,10.6
지난주,15.6
뭐,20.1
그,20.4
동영상,21.1
올린,21.4
거는,21.8
다,21.9
봤습니까,22.1
공지를,23.7
받은,30.9
지,31.2
모르겠지만,31.3
디자인,31.6
감옥,33.9
없어졌어요,35.2
1,36.4
2,37.2
다,37.4
캡스톤디자인,37.6
1,41.7
2,41.9
에,42.0
대한,42.0
대책,42.3
안,42.5
먹으면,42.6
속,43.0
개봉하고,43.8
디지털,44.4
시켰으니까,45.8
과목들이,49.6
신규로,52.4
개설이,53.3
되는데,53.8
하나가,55.1
깜짝,55.7
이전하고,56.7
뒷면이,57.1
해요,57.6
지금,58.0
제가,58.3
하고,59.1
있는데,59.4
거기,59.7
그,60.8
전에는,61.1
학생들이,61.5
시간이,63.4
많이,64.0
돼,64.9
가지고,65.1
전공학점,65.4
졸업하기,67.9
전에,68.4
전공학점을,68.5
또,69.2
많이,69.4
듣게,69.6
하기,69.9
위해서,70.3
했던,70.6
디자인이,71.2
너무,71.7
과하게,72.5
학점이,73.0
책정이,73.4
되어,73.8
있다,74.0
의견이,75.6
있어서,76.6
원투는,76.9
없앴습니다,78.8
요즘,79.7
추세가,80.7
없애는,80.9
주세요,82.4
1층,82.8
없고,84.2
4학년이,84.5
되면,85.8
인공,86.3
강우,87.8
들으면서,88.1
거기에서,89.4
프로젝트를,90.4
해서,91.6
졸업논문을,93.0
하든지,93.9
지금,94.4
하고,95.6
있는,95.8
숙제,96.0
공학에서,96.3
프로젝트를,96.7
한,97.5
것을,98.3
가지고,98.7
노는,99.2
거,101.3
작품,101.4
졸업작품을,101.7
하든지,102.4
이런,102.8
식으로,103.3
가야,103.8
되나,104.0
따로,104.2
캡스톤,104.9
디자인은,105.4
감옥,105.9
통해,106.3
가지고,107.6
돈을,107.9
쓰는,108.7
수업은,109.1
없습니다,110.1
오늘,110.2
오,119.0
장인데,119.1
책을,119.6
보니까,121.7
고장이,121.8
개정판이,122.4
많이,124.1
바뀌었더라고요,124.4
책을,125.0
이,126.3
책을,126.3
생긴,126.8
거를,127.4
가지고,127.6
있는지,128.4
모르겠지만,128.7
예전에,129.0
그,130.4
책은,131.0
좀,133.0
예,134.0
제가,134.1
옛날,134.4
거,134.8
였어요,135.0
좀,135.7
예제를,136.3
좀,137.8
새로운,138.0
걸로,138.6
바꾸기,138.8
했더라,139.2
내용이,139.5
어차피,140.1
기본적인,141.1
그,142.1
뒤로는,142.3
같아요,142.8
때문에,143.7
굳이,144.7
그것,146.5
때문에,146.9
책을,147.1
다시,147.6
살,148.2
필요,148.4
없고,148.6
혹시,148.8
제,149.2
선배들이,149.5
주고,150.4
간,150.7
책이,150.9
있으면,151.6
식사,152.0
거,152.8
교수님이,153.1
있으면,154.6
그냥,156.0
그대로,156.1
사용해도,156.4
됩니다,158.4
5장이고,158.7
아마,162.5
내가,167.1
이,169.4
수업을,169.7
하면서,170.1
제일,170.4
중요한,170.9
게,171.4
오자,171.4
오자,171.7
왜,173.5
중요하냐면,174.9
사실상,175.5
5장만,177.2
공부해도,178.0
거의,179.5
80%,180.8
속초,182.9
공학을,184.1
한다라고,184.7
얘기할,185.6
수,185.8
있을,186.0
정도예요,186.2
위에,186.6
말만,187.2
정확히,187.6
알고,189.0
있으면,189.8
5장의,190.2
내용만,190.6
오늘,191.0
게,193.4
중요한,193.5
내용이니까,194.1
집중해서,195.6
5장에는,196.6
객체지향개념,200.7
요거는,204.4
아마도,206.6
생략,207.2
될,207.6
거,207.9
같은데,208.0
이미,208.5
여러분들한테,209.4
씨뿌리다,210.3
잡아서,211.2
부드럽기,212.3
때문에,212.7
교체,212.8
좀,214.3
프로그램을,214.4
안,214.9
한,215.0
사람들은,215.2
이체제한,215.6
개념을,217.0
모르는,217.6
사람들이,218.7
이거는,219.7
얘기하겠지만,220.5
이미,221.1
알고,222.2
있기,222.5
때문에,222.7
생각을,222.8
하겠습니다,224.6
유튜브가,225.0
되니,232.2
오늘,232.5
제일,237.0
중요한,237.3
에,237.5
대해서,238.5
배우고요,239.1
가지고,239.5
모델링,240.9
할,242.6
수,242.8
있는,242.9
게,243.2
모델링과,243.3
정적모델링,244.4
동적모델링,245.6
있는데,246.5
그,246.9
두,247.7
가지를,247.8
공부하도록,249.8
하겠고요,251.5
그다음에,252.3
리모델링을,252.8
하기,254.1
위한,254.3
도구로,254.6
써,255.3
제,255.6
차에,256.4
메이란,257.4
도구를,257.9
배워보겠습니다,258.6
모델,260.4
익은,264.3
도메인지식,264.8
체계화하는,267.4
가정입니다,268.7
도메인지식,269.1
책이라는,270.0
과정이고,270.6
지식을,271.2
보기,274.1
보기,277.2
편하게,277.7
그림이나,278.0
아니면,280.3
어떤,281.1
도식화하는,281.3
그런,281.9
과정이고,282.9
여기,283.6
보면은,284.8
크게,285.4
3가지,286.7
모델,287.1
이,287.4
나오는데,287.6
첫,288.0
번째가,289.2
기능적,289.5
모델링,290.2
두,290.8
번째가,291.8
정적모델링,292.2
세,292.8
번째가,293.6
동적모델링,293.9
지난,294.6
시간에,296.1
그,296.5
그림을,297.2
그려,298.9
봤죠,299.2
공부했죠,299.4
그게,301.0
이제,301.9
기능적모델,302.1
입니다,302.7
그림으로,303.2
나타내,305.2
해서,305.5
이렇게,307.1
나타내죠,307.3
창원,307.7
하고,309.0
그다음에,309.2
엑스터,309.8
사람,310.2
모양의,311.6
액터,311.9
하고,312.8
그다음에,315.1
아,316.0
그거를,316.7
선을,317.2
연결해서,317.5
권한이,317.9
있다,319.1
그,319.3
기능을,320.5
수행하는,321.0
수행한다,321.4
이런,322.4
뜻을,323.0
해서,323.3
선을,323.5
연결해서,323.8
기능적모델,324.1
기능은,325.9
안에는,326.9
그리고,327.4
두,328.5
번째는,329.0
정적모델링,329.2
인데,330.5
동적,330.8
정적,332.2
의,332.3
차이는,332.9
시간의,333.3
개념이,334.6
있는,335.0
게,335.2
없네요,335.3
시간의,335.7
개념이,336.7
없네,337.1
모델링은,337.6
클래스,339.4
다이어그램,340.6
클래스들을,340.8
시간이,343.0
필요,344.7
없는,345.0
그냥,345.2
클래스들을,345.5
나열해놓은,346.3
클래스를,346.9
그림으로,347.7
그려,348.1
놓은,348.3
게,348.6
대표적인,348.7
정적모델링,349.7
이예재,350.2
있고,350.8
모델링은,351.0
시간의,352.9
흐름이,354.2
보여요,354.5
왼쪽에서,355.2
오른쪽으로,356.3
이렇게,356.7
흘러가는,357.0
그림,357.6
그래서,359.0
화살표가,360.1
있습니다,360.7
왼쪽에서,361.0
오른쪽으로,361.6
흘러가는,362.0
화살표가,362.5
있고,362.9
어,363.1
우리가,364.8
말하는,365.6
프레스플라워,365.9
같은,366.4
거,367.0
있죠,367.0
그럼,367.3
그럼,368.6
괜히,369.1
문에서,369.4
데이터가,369.7
또는,371.4
어떤,372.4
명령어,372.5
어떤,373.2
또,373.9
무슨,374.1
파라미터들이,374.5
흘러가는,375.9
모습을,377.1
볼,377.7
수가,378.0
있어요,378.2
그게,378.6
이제,379.0
시간이,379.1
개념이,380.8
있다,381.2
독립적이다,381.5
동적,382.2
모델링,383.4
모델링의,384.3
대표적인,386.6
예다,387.3
시퀀스,387.6
다이어그램,389.6
일하고,389.7
있는데,390.5
이것도,391.1
이따가,391.6
뵙도록,392.0
할게요,392.5
이런,393.4
모델링,394.9
여러,396.1
가지,396.4
있는데,396.6
그,396.9
모델링,397.6
기법,398.8
주식을,399.6
날리지,401.4
를,402.0
치면,402.3
없는,402.6
거야,402.9
기능을,403.1
넣는다든지,403.9
클래스의,404.3
속성,405.8
매서드,406.5
이런,407.5
걸,408.0
1단지,408.1
함수함수,408.8
이름과,410.9
아니,411.7
파라미터,412.2
이런,412.6
것들을,413.0
많이,413.4
표현을,415.4
하는,415.9
거,416.1
그러기,416.2
위해서는,417.6
그에,418.0
해당되는,419.9
구현하는,420.2
그,420.9
도메인에,421.1
도메인을,421.9
완벽하게,423.0
이해하라,423.4
분석을,423.6
해서,424.9
어떤,425.0
일이,426.2
있고,426.4
어떤,426.7
데이트하기,427.4
흘러가는,427.8
거,428.2
이런,428.4
것들을,428.7
기능적인,429.0
거,430.1
긴,430.3
거,431.3
프로세스,431.4
이런,433.4
것들은,433.8
이해해야,434.2
이거,435.9
모델링을,436.5
할,437.1
수가,437.8
있습니다.,438.1
모델링,440.6
모델링을,442.7
그리면,443.8
뭐가,444.9
좋으냐,445.2
개발자,445.5
한테는,447.2
응용문제를,447.5
이해하는데,449.3
도움을,450.2
줍니다,450.4
문장으로,450.7
글로만,453.6
써,454.1
있으면,454.3
다치게,454.6
좀,457.4
지루해,458.3
줄,458.5
수도,458.8
있고,458.9
나중에,459.1
보면,462.1
체계화하기,462.5
어렵거든요,463.4
그림으로,463.9
그러면,465.2
한,465.7
두,466.0
장,467.8
차장,468.0
자리에,468.2
문장을,468.4
그림,469.2
하나로,469.9
그린다고,470.3
하면은,470.7
한,471.1
눈에,471.2
볼,471.4
수도,471.6
있고,471.8
그리고,471.9
개발자,472.9
팀원들끼리,474.5
도,475.7
그,476.1
입만,476.9
가지고,477.2
얘기를,477.4
하니까,478.0
이제,478.3
문자,479.2
날릴,479.5
거,479.9
필요,479.9
없거든요,480.2
훨씬,480.6
더,481.8
빠르게,482.0
소통,482.4
할,483.2
수가,483.3
있어,483.4
의견교환을,483.6
한다든지,484.7
빠르게,485.1
할,486.8
수,487.0
있다,487.0
그리고,487.3
이제,488.0
그,488.3
그림을,489.6
시작한,490.0
되니까,490.0
빨리,490.6
빠르게,491.8
직접적으로,492.5
수정도,493.4
용인하고,494.1
고객한테,494.6
도,497.9
때때로,498.2
보여,499.4
보여,499.7
주고,500.1
할,500.6
수,501.1
있어요,501.2
그냥,501.4
클래스,502.5
다이어그램,503.3
같은,503.5
거는,504.0
조금,504.2
어렵겠지만,504.4
위즈캐슬,504.9
사용상의,506.5
다이어그램,507.5
같은,508.5
경우에는,508.8
꼭,509.0
개발자가,509.2
아닌,509.8
일반인들도,510.1
보고,511.9
서로,512.5
이야기를,515.0
나눌,516.2
수,516.4
있을,516.5
정도니까,517.0
그것도,517.4
이제,518.4
고객들한테,518.5
해도,519.4
이해가,519.8
될,520.9
수,521.2
있는,521.2
부분,521.5
뮤직,521.9
아까,526.7
그,527.7
정적모델링,527.9
이제,528.5
객체지향,528.8
개념,529.7
및,530.8
클래스타이,531.1
그림을,532.4
그리는데,532.8
그,533.2
클래스,533.5
다이어그램,533.8
2,534.0
대부분인데,534.4
객체지향,535.5
언어,536.0
를,536.1
만들었어요,536.5
그렇다,537.5
보니까,537.8
객체지향에,538.1
장점을,539.5
설명하고,541.0
있는데,543.8
10분,544.1
전에,545.1
이미,545.4
객체지향이,545.5
객체지향프로그래밍,546.1
답장을,547.3
알고,548.2
있기,548.4
때문에,548.6
간단하게,548.6
빈칸만,550.7
채우도록,551.2
하겠습니다,551.6
우선은,552.1
자료와,553.8
함수를,554.5
투자함으로써,555.0
변화에,555.8
영향을,556.7
변화에,556.9
영향을,557.9
받는다,558.2
객체를,558.9
거기에,560.5
이제,561.8
속성도,561.9
있고,562.4
한국수,562.6
메소드가,563.6
있죠.,564.2
그런,564.5
얘기,565.1
해요.,565.3
남의,565.5
사용자,567.1
중심이고,567.5
대화식,568.1
프로그램에,569.0
적합하다.,569.6
프로그램을,570.1
뚜렷하게,572.0
줄여,572.5
뚜렷하게,573.3
구별되는,574.0
다니,574.9
오브젝트,575.3
가로는,577.0
오브젝트입니다.,577.6
오브젝트로,578.2
구매가능하다.,578.9
객체지향,579.6
이니까,580.4
오브젝트,580.8
단위로,582.1
개발을,582.6
하자.,583.4
객체지향,584.6
프로그래밍,590.1
씨뿌리는자,590.2
바로,591.8
얘기하는,592.0
거고,592.2
절차시,592.6
그,593.1
방법은,593.5
기본,594.3
씨,595.1
일반,595.3
그냥,596.2
얘기하는,596.5
건데,597.8
그,598.1
두,598.7
가지의,598.9
비교는,599.4
이미,601.0
잘,601.4
알고,602.4
있어요,602.7
그래서,603.3
간단하게,603.6
보면은,604.9
이체,605.7
지향은,606.2
주어진,606.9
문제,607.3
영역을,607.6
그,608.2
안에,608.3
안에,608.5
존재하는,609.6
체에,609.8
집합으로,611.8
보고,612.5
개체들이,612.9
서로,614.3
정보를,614.6
주고,614.8
받아,615.1
상호작용한다,615.4
왼편에,616.5
있는,618.1
게,618.2
시,618.4
전체적,618.6
방법이,619.8
10시에는,620.1
변소,621.9
변소,622.4
변소,622.5
이렇게,622.8
돼,624.7
있지,625.1
근데,625.3
그거를,625.5
캡슐화,625.8
시키지,626.7
난초,627.2
객체로,627.5
표시,628.8
하지,629.2
않는데,629.3
오른쪽에,629.6
있는,630.6
방법은,630.8
대체로,631.6
해서,632.4
캡슐,633.1
객체안에,634.0
자료도,635.2
있고,635.7
나는,636.0
할,636.8
수도,637.0
있고,637.1
따로,637.3
할,637.9
수가,638.1
존재할,638.4
수,640.0
있다,640.1
그래서,640.6
훨씬,641.6
더,642.1
유지보수,642.2
유지관리가,643.1
편하다,643.7
운전하고,644.7
있는,646.7
거고,646.9
우리가,647.2
이제,650.9
김,651.1
차장,651.3
프로그래밍에서,651.7
중요한,652.7
게,653.2
이제,653.3
클래스,653.5
하고,653.8
계신데,654.0
클래스는,654.5
속성반,655.9
오퍼레이션을,657.6
캡슐,658.7
한다,659.4
속성과,659.7
오퍼레이션,661.2
일반적인,661.8
변수명,662.9
변수가,663.5
답들이,664.3
속상해,664.8
들어가요,665.3
그다음에,665.7
아니다,667.0
오퍼레이션,667.7
들어가서,668.3
스터드란,668.6
것뿐이다,669.3
오퍼레이션,669.8
클래스에는,670.4
속성과,673.0
오퍼레이션,674.4
이,675.2
두,675.4
가지가,675.7
있고,676.0
객체는,676.4
클래스를,677.7
클래스,678.9
뉴,680.3
라는,682.2
지원을,682.7
통해,683.7
갖고,683.9
하나의,684.2
개체로,685.9
생성하는데,686.2
그게,687.0
이제,687.3
인스턴스,687.4
오브젝트입니다,688.1
왼쪽에,691.5
보면,695.9
여기,696.3
이제,696.4
기분이,696.6
객체지향프로그램,698.7
에서,699.5
쓰고,699.7
있는,700.0
클래스를,700.4
명시해주는,701.2
건데,701.9
퍼블릭,702.2
그래서,704.7
프로모트,705.2
인크리즈,707.4
샐러리,708.3
체인지폰,708.9
요거는,709.9
메서드에,710.3
요,710.8
밑에,711.1
있는,713.1
프라이빗으로,713.3
정리되어,714.0
있는,714.7
네임,714.8
샐러리,715.9
폰은,717.4
속성이,718.0
뇌속성,719.4
값인데,719.8
잡아,721.8
날,723.2
10불짜리,723.7
이렇게,724.3
하면은,724.7
이거를,725.6
이제,726.8
위의,727.2
메일로,728.2
오른쪽,728.3
같이,729.7
한,730.3
박스,731.2
로,732.2
그림,732.5
박스로,732.9
좀,734.9
보기,736.3
편하게,736.6
되어,736.9
있죠,737.8
그,738.9
박스는,741.6
세계의,742.0
카드로,743.6
돼,744.5
있는데,744.6
세계,745.0
첫,745.6
번째,746.4
가는,746.7
클래스,747.1
이름을,748.0
습니다,748.4
두,748.7
번째,750.1
칸은,750.4
속상할,750.7
나,752.5
마지막,753.6
세,753.9
번째,754.1
가는,754.1
오퍼레이션,754.6
이름을,756.7
습니다,757.7
하니까,758.1
훨씬,762.8
더,762.9
보기,763.1
편하잖아,763.4
되어,764.6
있고요,765.2
타입도,765.6
이렇게,768.4
정인,768.9
정해놓고,769.3
아직까지는,770.2
뭐,771.2
이해하기,771.8
어려운,772.6
부분은,772.9
없습니다.,773.1
분리가,773.6
되어,775.9
있다.,776.1
때로는,776.4
때로는,778.4
0,779.8
6,780.8
오늘,783.3
아예,783.6
안,785.8
쓰고,786.3
그냥,786.7
임플로이,787.5
그,788.3
경우에는,792.4
아직,793.0
안에,794.8
속성이나,795.5
오퍼레이션,796.1
